,No_screening,No_screening,No_screening,No_screening,No_screening,No_screening,gFOBT,gFOBT,gFOBT,gFOBT,gFOBT,gFOBT,FIT,FIT,FIT,FIT,FIT,FIT,Blood_based,Blood_based,Blood_based,Blood_based,Blood_based,Blood_based,Stool_DNA,Stool_DNA,Stool_DNA,Stool_DNA,Stool_DNA,Stool_DNA,CTC,CTC,CTC,CTC,CTC,CTC,Colon_capsule,Colon_capsule,Colon_capsule,Colon_capsule,Colon_capsule,Colon_capsule
,No_pred_screening,No_pred_screening,Predicted_False,Predicted_False,Predicted_True,Predicted_True,No_pred_screening,No_pred_screening,Predicted_False,Predicted_False,Predicted_True,Predicted_True,No_pred_screening,No_pred_screening,Predicted_False,Predicted_False,Predicted_True,Predicted_True,No_pred_screening,No_pred_screening,Predicted_False,Predicted_False,Predicted_True,Predicted_True,No_pred_screening,No_pred_screening,Predicted_False,Predicted_False,Predicted_True,Predicted_True,No_pred_screening,No_pred_screening,Predicted_False,Predicted_False,Predicted_True,Predicted_True,No_pred_screening,No_pred_screening,Predicted_False,Predicted_False,Predicted_True,Predicted_True
,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy,No_Colonoscopy,Colonoscopy
U,0.33152600161348655,0.26708271315260423,4.450147717014403e-308,4.450147717014403e-308,4.450147717014403e-308,4.450147717014403e-308,4.450147717014403e-308,4.450147717014403e-308,0.2574225071320363,0.19865483341193724,0.9808364537856881,0.997550482263871,4.450147717014403e-308,4.450147717014403e-308,0.2704158346042561,0.15578045700776333,0.987306790735051,0.9985138540605013,4.450147717014403e-308,4.450147717014403e-308,0.18882077692443833,0.1672764184914467,0.5990165127533496,0.8654973515303676,4.450147717014403e-308,4.450147717014403e-308,0.19719331013402386,0.1295838736287538,0.5546973977207199,0.8462243459542997,4.450147717014403e-308,4.450147717014403e-308,0.1984414808021211,0.14861251851683133,0.4658842438429285,0.8632521361663563,4.450147717014403e-308,4.450147717014403e-308,0.14325427790048284,0.12681122479332163,0.6196642618754341,0.9524849776158153
