,PE_info_0_PE_cost_0,PE_info_0_PE_cost_1,PE_info_0_PE_cost_2,PE_info_1_PE_cost_0,PE_info_1_PE_cost_1,PE_info_1_PE_cost_2,PE_info_2_PE_cost_0,PE_info_2_PE_cost_1,PE_info_2_PE_cost_2
f1 old,0.49952347525311747,0.49952347525311747,0.49952347525311747,0.49952347525311747,0.49952347525311747,0.49952347525311747,0.49952347525311747,0.49952347525311747,0.49952347525311747
f1 comp,0.5037146196204474,0.5036161411970843,0.5036639703804157,0.5035941220222587,0.5036639703804157,0.5040472609578801,0.5036875513885277,0.5040472609578801,0.45504270953240294
