,No scr,No scr,gFOBT,gFOBT,FIT,FIT,Blood_test,Blood_test,sDNA,sDNA,CTC,CTC,CC,CC
,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy
U,0.6267521835772469,0.6323714805761456,0.6384124496904049,0.6318580756162127,0.7288460732944337,0.6317656276575558,0.5292522869016774,0.6273275627763555,0.5778066828545947,0.6232315036509596,0.5600090723292467,0.628434231648321,0.5186919800639942,0.6144513414516013
