,No scr,No scr,gFOBT,gFOBT,FIT,FIT,Blood_test,Blood_test,sDNA,sDNA,CTC,CTC,CC,CC
,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy,No colonoscopy,Colonoscopy
U,0.6267522036691935,0.6323714805761456,0.5166492924092697,0.6318580756162127,0.6113514120061603,0.6317656276575558,0.4089638117361204,0.6273275627763555,0.49338370308154156,0.6232315036509596,0.5600090823013333,0.628434231648321,0.41879936586610755,0.6144513414516013
